,Specs,Score
6415,fusion,29.66857156351099
17619,weapon,29.66857156351099
13915,sun,29.65462373495993
5609,exactly what,29.645685219732208
15314,the pope,29.645685219732208
15631,the video,29.645685219732208
17737,whatever,29.632513283113326
17038,universe,29.53487778509026
1968,appearing,29.53122692674019
233,23,29.480544277295643
5588,evidence,29.4329562629432
11519,pollution,29.355239694748995
6405,funded,29.27916839445533
4867,disclosure,29.251006105640435
7156,here is,29.251006105640435
13530,sources,29.22400957171307
12694,s,29.220835705675913
2660,because,29.149495463390213
8189,into,29.074799047321363
3448,change and,29.069958708404425
13052,sea ice,29.024894873034825
11408,planned,29.01377689697995
8943,left,28.984902641181638
415,a,28.768513506108448
4502,data,28.736035898911886
17311,wall street,28.67707905321904
14545,the american,28.621268245684462
6001,flooding,28.60492446508301
2750,being said,28.596506639588792
16451,to manipulate,28.596506639588792
15750,then,28.55305284984198
16289,to do with,28.520490120243498
2873,blue,28.47236733706382
23,1 5,28.42660814954169
3545,changes in,28.396788680577384
9357,masses,28.368375563794363
15580,the true,28.368375563794363
3345,cases,28.31428436489007
2283,ask,28.28193732731953
17665,went,28.19606318254519
4951,do with,28.081188852759958
4321,countless,27.973473130721576
15263,the paris,27.956325540110495
8367,is no,27.86014593713841
13772,street,27.846969088719387
15001,the impact,27.734522779525776
4579,deceive,27.678588802040288
13956,sure to,27.678588802040288
11222,peace,27.67072328426852
12845,sacrifice,27.618353130091865
14973,the health,27.570640659314705
4675,dengue,27.528160200250312
11211,patterns,27.375855061740314
12329,renewable,27.31856476952516
15937,this is the,27.28418370304219
5578,every one of,27.158495288922474
3072,by 2050,27.108211907695296
17294,vulnerable,27.075007021818344
12847,sadly,27.0672428586047
17711,what is,27.046161475429187
13906,summer,27.020367591162987
4768,developing,26.975316109383126
17210,vehicles,26.965829202322933
5292,emissions by,26.95256262525151
17153,used by the,26.90361799209179
4650,deliberate,26.900185265887682
8722,justify,26.900185265887682
14524,the above,26.900185265887682
16672,to view,26.900185265887682
9046,likely,26.875478450510652
1108,affected,26.82489380390843
17165,using,26.807289918361153
206,2019,26.799911209766933
16178,to be,26.795987262316082
11625,predictions,26.61963741332725
2517,back in,26.611267165718154
3616,christian,26.609991614367416
8894,leader,26.420884246468116
14457,that this,26.359083288072355
18329,you know,26.340011807211845
9755,mother,26.272548360105926
9656,more,26.090779800124984
12913,sanders,26.060836020280536
12546,reveals,26.005456455383595
15196,the new,25.95799467707205
7973,increase,25.923207412772623
17314,want,25.913782034974183
4978,dollars,25.906216733180624
4554,death,25.83373601019031
6043,follows,25.779195692729125
6053,foods,25.779195692729125
12128,recently,25.717683612657463
3059,buttons,25.621918049362737
4254,copyright,25.621918049362737
8211,invasion of,25.621918049362737
16374,to help,25.580422906164294
16906,tv,25.5729487819436
1826,and their,25.567974261709352
17977,with,25.539888871001935
15868,they were,25.50546677406857
3575,check,25.427553309561475
11817,projected,25.423802394502566
13664,state of,25.40514012717589
17013,unfccc,25.33087500026835
15803,these,25.261343117474876
7509,impact of,25.26086898301012
7239,homes,25.22572817699273
304,5,25.223652702175386
15368,the protocol,25.20650813516896
16650,to this,25.16411072081174
15265,the paris agreement,25.145492535806394
10048,not a,25.104591188913577
10257,of carbon,24.971742999133674
15779,there is no,24.96289569712191
1270,all the,24.94283618958065
5367,enemy,24.82355189269606
5803,fake,24.82355189269606
6032,folks,24.82355189269606
11005,our world,24.82355189269606
12226,regarding the,24.82355189269606
9012,lies,24.793790328108017
1230,alarmist,24.78100564748025
4381,cow,24.78100564748025
10097,note to,24.78100564748025
10106,nothing to do,24.78100564748025
13333,silenced,24.78100564748025
14313,that being,24.78100564748025
13669,stated,24.77318346045765
11805,programs,24.718398457246714
7126,help,24.71805559675707
4662,democracy,24.69729170341951
8249,iraq,24.69729170341951
10020,none of,24.69729170341951
8706,just,24.638892847245366
17739,when,24.601528600805054
4739,destruction,24.600753944145453
5764,facebook,24.53499069545404
3029,but rather,24.526770234737633
5992,flawed,24.526770234737633
11392,planet,24.421485662109077
11096,pandemic,24.392477534508846
1624,and his,24.366534583323492
475,a conspiracy,24.343904408812907
1067,admit,24.343904408812907
2857,bizarre,24.343904408812907
5715,expose,24.343904408812907
